StockCode,Description,Quantity,TotalPrice,cumQty,cumPct
23037,CANDLE HOLDER SILVER MADELINE,196,325.15999999999997,5529011,0.9823355839297396
84913B,MINT GREEN ROSE TOWEL,196,754.07,5529207,0.9823704071150163
35914,PINK CHICK EGG WARMER + EGG CUP,196,219.66,5529403,0.9824052303002931
21721,CANDY SHOP  STICKER SHEET,195,179.45999999999998,5529598,0.9824398758162572
84279B,CHERRY BLOSSOM DECORATIVE FLASK,195,785.95,5529793,0.9824745213322214
21742,LARGE ROUND WICKER PLATTER ,195,1173.53,5529988,0.9825091668481855
22450,SILK PURSE BABUSHKA BLUE,195,661.11,5530183,0.9825438123641496
22201,FRYING PAN BLUE POLKADOT,194,716.8,5530377,0.9825782802108011
20616,CHERRY BLOSSOM PASSPORT COVER,194,243.53,5530571,0.9826127480574526
84683,CLASSICAL ROSE CANDLESTAND,194,162.20000000000002,5530765,0.9826472159041041
84674,FLYING PIG WATERING CAN,194,469.90000000000003,5530959,0.9826816837507555
85232D,SET/3 DECOUPAGE STACKING TINS,194,997.47,5531153,0.982716151597407
85131C,BEADED CRYSTAL HEART BLUE ON STICK,193,178.85,5531346,0.9827504417747459
72128,COLUMBIAN CANDLE ROUND,193,152.04999999999998,5531539,0.9827847319520847
10120,DOGGY RUBBER,193,40.53,5531732,0.9828190221294235
22903,CALENDAR FAMILY FAVOURITES,193,550.6,5531925,0.9828533123067624
22214,CANDLE PLATE LACE WHITE,193,416.59999999999997,5532118,0.9828876024841012
85024B,EAU DE NILE JEWELLED PHOTOFRAME,193,289.65,5532311,0.9829218926614401
85179A,GREEN BITTY LIGHT CHAIN,193,380.79,5532504,0.982956182838779
23268,Lighthouse Trading zero invc incorr,192,0.0,5532696,0.9829902953468052
18094C,WHITE AND BLUE CERAMIC OIL BURNER,192,283.93,5532888,0.9830244078548314
21181,on cargo order,192,0.0,5533080,0.9830585203628576
21051,RIBBONS PURSE ,192,377.2,5533272,0.9830926328708838
21830,damaged,192,0.0,5533464,0.98312674537891
21708,FOLDING UMBRELLA CREAM POLKADOT,191,868.0600000000001,5533655,0.9831606802176236
79063D,"RETRO PILL BOX , REVOLUTIONARY",190,35.33,5533845,0.9831944373870245
21181,adjustment,190,0.0,5534035,0.9832281945564255
22320,BIRDS MOBILE VINTAGE DESIGN,189,1147.27,5534224,0.9832617740565137
84581,DOG TOY WITH PINK CROCHET SKIRT,189,717.21,5534413,0.983295353556602
22359,GLASS JAR KINGS CHOICE,189,608.72,5534602,0.9833289330566903
85127,SMALL SQUARE CUT GLASS CANDLESTICK,187,1106.54,5534789,0.9833621572181533
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,187,672.09,5534976,0.9833953813796165
21028,NINJA RABBIT BLACK,187,239.24,5535163,0.9834286055410795
84789,ENCHANTED BIRD PLANT CAGE,187,644.47,5535350,0.9834618297025425
84858C,PINK RIVIERA HANDBAG,186,261.68,5535536,0.9834948761946929
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,186,332.14,5535722,0.9835279226868433
90209B,GREEN ENAMEL+GLASS HAIR COMB,185,357.74,5535907,0.983560791509681
20770,ABSTRACT CIRCLE JOURNAL ,185,449.8,5536092,0.9835936603325188
22939,ADULT APRON APPLE DELIGHT,185,950.83,5536277,0.9836265291553565
20998,ROSE DU SUD OVEN GLOVE,185,505.20000000000005,5536462,0.9836593979781942
47570B,TEA TIME TABLE CLOTH,185,1727.23,5536647,0.9836922668010321
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,185,233.67000000000002,5536832,0.9837251356238698
84917,WHITE HAND TOWEL WITH BUTTERFLY,184,466.3,5537016,0.9837578267773949
22117,check,184,0.0,5537200,0.9837905179309201
21056,DOCTOR'S BAG SOFT TOY,184,1765.3999999999999,5537384,0.9838232090844452
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,184,254.32999999999998,5537568,0.9838559002379703
85200,BUNNY EGG BOX,183,228.75,5537751,0.9838884137221827
21458,2 PICTURE BOOK EGGS EASTER BUNNY,182,256.54,5537933,0.9839207495370826
23140,TRIPLE WIRE HOOK IVORY HEART,182,766.1,5538115,0.9839530853519824
21682,LARGE MEDINA STAMPED METAL BOWL ,182,930.96,5538297,0.9839854211668823
85019C,CURIOUS  IMAGES NOTEBOOK SET,182,270.72,5538479,0.9840177569817822
21251,DINOSAUR HEIGHT CHART STICKER SET,182,568.98,5538661,0.984050092796682
21808,"CHRISTMAS GARLAND STARS,TREES",181,641.58,5538842,0.9840822509422692
79144B,PAINTED LIGHTBULB STAR+ MOON,181,103.64999999999999,5539023,0.9841144090878564
21580,RABBIT  DESIGN  COTTON TOTE BAG,181,444.07,5539204,0.9841465672334436
23337,EGG FRYING PAN MINT ,180,388.75,5539384,0.9841785477097182
84849A,HELLO SAILOR BLUE SOAP HOLDER,180,344.34000000000003,5539564,0.9842105281859928
20869,GOLD FABRIC MIRROR,180,86.76,5539744,0.9842425086622674
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,180,431.72999999999996,5539924,0.9842744891385419
21055,TOOL BOX SOFT TOY ,180,1782.54,5540104,0.9843064696148165
23032,DOORKNOB CRACKED GLAZE IVORY,180,268.2,5540284,0.9843384500910911
23575,SNACK TRAY PAISLEY PARK,179,367.34999999999997,5540463,0.984370252898053
84673B,BLUE FLY SWAT,179,156.63,5540642,0.9844020557050149
21579,LOLITA  DESIGN  COTTON TOTE BAG,178,414.22,5540820,0.9844336808426642
20768,GREEN FERN JOURNAL ,177,441.12,5540997,0.9844651283110009
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,177,1905.6799999999998,5541174,0.9844965757793376
84795B,SUNSET CHECK HAMMOCK,176,1390.64,5541350,0.9845278455783616
71279,PINK GLASS CANDLEHOLDER,176,561.32,5541526,0.9845591153773856
90200D,PINK SWEETHEART BRACELET,176,729.57,5541702,0.9845903851764096
23339,EGG FRYING PAN BLUE ,175,405.0,5541877,0.984621477306121
22862,LOVE HEART NAPKIN BOX ,175,843.95,5542052,0.9846525694358325
37479P,CUBIC MUG FLOCK PINK ON BROWN,175,146.91,5542227,0.9846836615655438
21849,SILVER DIAMANTE PEN IN GIFT BOX,175,558.83,5542402,0.9847147536952552
21025,SPACE FROG,174,233.52,5542576,0.984745668155654
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",174,80.46,5542750,0.9847765826160527
23317,BLUE REFECTORY CLOCK ,174,1787.4099999999999,5542924,0.9848074970764514
23528,WALL ART SPACEBOY,173,618.59,5543097,0.9848382338675375
22889,NUMBER TILE VINTAGE FONT No ,173,272.2,5543270,0.9848689706586237
22785,SQUARECUSHION COVER PINK UNION JACK,173,581.23,5543443,0.9848997074497098
23560,SET OF 6 RIBBONS COUNTRY STYLE,173,502.07000000000005,5543616,0.9849304442407959
17091A,LAVENDER INCENSE IN TIN,172,99.29,5543788,0.9849610033625694
75011,BLUE DAISY MOBILE,172,138.76,5543960,0.9849915624843429
84843,WHITE SOAP RACK WITH 2 BOTTLES,172,969.8000000000001,5544132,0.9850221216061164
79067,CORONA MEXICAN TRAY,172,719.69,5544304,0.9850526807278899
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,172,554.6,5544476,0.9850832398496633
23579,SNACK TRAY I LOVE LONDON,171,362.65,5544647,0.9851136213021242
21456,2 PICTURE BOOK EGGS EASTER CHICKS,171,222.22,5544818,0.985144002754585
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,171,2786.0299999999997,5544989,0.9851743842070458
21263,GREEN GOOSE FEATHER TREE 60CM,171,356.96999999999997,5545160,0.9852047656595068
21367,MIRRORED WALL ART GENTS,171,199.48999999999998,5545331,0.9852351471119676
22467,wrongly sold (22719) barcode,170,0.0,5545501,0.9852653508951158
47594B,SCOTTIES DESIGN WASHBAG,170,314.54999999999995,5545671,0.985295554678264
23561,SET OF 6 RIBBONS PARTY,170,476.0,5545841,0.9853257584614121
35637A,IVORY STRING CURTAIN WITH POLE ,170,440.62,5546011,0.9853559622445603
20836,FRENCH PAISLEY CUSHION COVER,170,141.1,5546181,0.9853861660277086
21027,NINJA RABBIT PINK,169,190.29,5546350,0.9854161921415442
23020,GLASS  SONGBIRD STORAGE JAR,169,2065.14,5546519,0.9854462182553797
20777,CHRYSANTHEMUM NOTEBOOK,169,282.48999999999995,5546688,0.9854762443692153
21631,HIPPY CHIC DECORATIVE PARASOL,169,896.01,5546857,0.9855062704830508
72127,COLUMBIAN CANDLE ROUND ,169,210.61,5547026,0.9855362965968865
21781,MA CAMPAGNE CUTLERY BOX,169,2676.75,5547195,0.985566322710722
21190,PINK HEARTS PAPER GARLAND,168,245.20000000000002,5547363,0.985596171155245
22394,PAPERWEIGHT KINGS CHOICE ,168,230.67999999999998,5547531,0.9856260195997679
23520,EMBROIDERED RIBBON REEL RUBY ,168,604.3,5547699,0.9856558680442908
20823,GOLD WINE GOBLET,168,132.72,5547867,0.9856857164888138
90114,SUMMER DAISIES BAG CHARM,167,417.96,5548034,0.9857153872640241
20757,RED DAISY POCKET BOOK ,167,144.29,5548201,0.9857450580392344
84813,SET OF 4 DIAMOND NAPKIN RINGS,166,1393.79,5548367,0.985774551145132
23420,PANTRY HOOK TEA STRAINER ,165,353.45,5548532,0.985803866581717
22443,GROW YOUR OWN HERBS SET OF 3,165,1399.69,5548697,0.9858331820183021
23455,SMALL PARLOUR PICTURE FRAME,165,462.45,5548862,0.9858624974548871
23440,PAINT YOUR OWN EGGS IN CRATE,164,299.36,5549026,0.9858916352221595
85214,TUB 24 PINK FLOWER PEGS,164,271.03999999999996,5549190,0.9859207729894319
21368,MIRRORED WALL ART LADIES,164,144.03,5549354,0.9859499107567042
23544,WALL ART MID CENTURY MODERN ,164,1015.78,5549518,0.9859790485239767
22797,CHEST OF DRAWERS GINGHAM HEART ,163,2851.3599999999997,5549681,0.9860080086219364
71495B,CD WALL TIDY RED FLOWERS,163,61.05,5549844,0.9860369687198961
35968,FOLK ART METAL HEART T-LIGHT HOLDER,163,82.1,5550007,0.9860659288178559
85125,SMALL ROUND CUT GLASS CANDLESTICK,163,770.2900000000001,5550170,0.9860948889158156
22832,BROCANTE SHELF WITH HOOKS,162,1781.82,5550332,0.9861236713444628
23421,PANTRY HOOK SPATULA,162,353.36,5550494,0.9861524537731099
84923,PINK BUTTERFLY HANDBAG W BOBBLES,162,671.62,5550656,0.986181236201757
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",162,63.28000000000001,5550818,0.9862100186304041
23028,DOORKNOB CRACKED GLAZE BLUE,162,238.49999999999997,5550980,0.9862388010590513
85114c,RED ENCHANTED FOREST PLACEMAT,162,534.66,5551142,0.9862675834876984
22965,3 TRADITIONAL COOKIE CUTTERS  SET,162,304.20000000000005,5551304,0.9862963659163455
20758,ABSTRACT CIRCLES POCKET BOOK,162,137.7,5551466,0.9863251483449926
71143,SILVER BOOK MARK WITH BEADS,161,182.25,5551627,0.986353753104327
21319,GLASS CHALICE GREEN  SMALL ,161,175.78,5551788,0.9863823578636616
46776B,WOVEN BERRIES CUSHION COVER ,161,679.67,5551949,0.986410962622996
23070,EDWARDIAN HEART PHOTO FRAME,160,709.5400000000001,5552109,0.9864393897130178
21316,SMALL CHUNKY GLASS ROMAN  BOWL,160,217.68,5552269,0.9864678168030397
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,160,763.6600000000001,5552429,0.9864962438930616
82583,FBA,160,0.0,5552589,0.9865246709830834
37467,PIG MUG IN TWO COLOUR DESIGNS,159,130.26999999999998,5552748,0.9865529204037926
47343A,FUSCHIA FLOWER PURSE WITH BEADS,159,145.17,5552907,0.9865811698245018
21815,STAR  T-LIGHT HOLDER ,159,271.68,5553066,0.9866094192452111
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,159,658.51,5553225,0.9866376686659202
20659,ECONOMY LUGGAGE TAG,159,248.09,5553384,0.9866659180866294
21973,SET OF 36 MUSHROOM PAPER DOILIES,159,230.54999999999998,5553543,0.9866941675073386
79191B,RETRO PLASTIC POLKA TRAY,159,138.29999999999998,5553702,0.9867224169280479
22391,PAPERWEIGHT HOME SWEET HOME,158,245.57999999999998,5553860,0.9867504886794444
20734,SILVER MINI TAPE MEASURE ,158,271.21999999999997,5554018,0.986778560430841
23447,PINK BUNNY EASTER EGG BASKET,158,231.89999999999998,5554176,0.9868066321822375
84968D,SET OF 16 VINTAGE RED CUTLERY,157,1661.47,5554333,0.9868345262643214
23446,BLUE BUNNY EASTER EGG BASKET,157,230.24999999999997,5554490,0.9868624203464054
84912A,PINK ROSE WASHBAG,156,560.62,5554646,0.9868901367591767
84531B,BLUE KNITTED EGG COSY,156,87.56,5554802,0.986917853171948
23280,FOLDING MIRROR HOT PINK ,156,118.91999999999999,5554958,0.9869455695847194
17014A,ORIGAMI VANILLA INCENSE CONES,155,71.19,5555113,0.986973108328178
23115,RED APPLES CHOPPING BOARD   ,155,785.1700000000001,5555268,0.9870006470716366
46776A,WOVEN BUBBLE GUM CUSHION COVER,155,651.95,5555423,0.9870281858150953
40003,WHITE BAMBOO RIBS LAMPSHADE,155,179.23,5555578,0.987055724558554
23527,WALL ART ANIMALS AND NATURE ,154,508.34000000000003,5555732,0.9870830856327
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,153,98.53999999999999,5555885,0.9871102690375334
22513,DOORSTOP FOOTBALL DESIGN,153,543.65,5556038,0.9871374524423667
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,152,174.09,5556190,0.9871644581778874
22289,HANGING METAL CHICKEN DECORATION,152,198.52,5556342,0.9871914639134083
22108,PING! MICROWAVE PLATE,152,415.09000000000003,5556494,0.987218469648929
20654,FIRST CLASS LUGGAGE TAG ,152,193.59,5556646,0.9872454753844497
23094,LE GRAND TRAY CHIC SET,152,1924.92,5556798,0.9872724811199705
47310M,"SMALL POP BOX,FUNKY MONKEY",152,216.47,5556950,0.9872994868554913
22395,PAPERWEIGHT VINTAGE PAISLEY,152,220.04,5557102,0.987326492591012
23542,70'S ALPHABET WALL ART,150,1043.1,5557252,0.9873531429879074
22124,SET OF 2 TEA TOWELS PING MICROWAVE,150,309.11,5557402,0.987379793384803
85095,THREE CANVAS LUGGAGE TAGS,150,243.49,5557552,0.9874064437816984
35653,VINTAGE BEAD NOTEBOOK,150,433.19,5557702,0.9874330941785939
23114,VINTAGE LEAF CHOPPING BOARD  ,149,737.95,5557851,0.9874595669061768
85211,S/4 GROOVY CAT MAGNETS,149,175.16,5558000,0.9874860396337596
22282,12 EGG HOUSE PAINTED WOOD,149,2378.52,5558149,0.9875125123613424
20618,QUEEN OF THE SKIES PASSPORT COVER ,148,286.39,5558297,0.9875388074196126
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148,185.0,5558445,0.9875651024778829
23540,WALL ART THE MAGIC FOREST ,148,933.16,5558593,0.987591397536153
23150,IVORY SWEETHEART SOAP DISH,148,390.75000000000006,5558741,0.9876176925944232
21468,BUTTERFLY CROCHET FOOD COVER,148,572.23,5558889,0.9876439876526935
84531A,PINK KNITTED EGG COSY,147,76.69,5559036,0.987670105041651
23454,THREE MINI HANGING FRAMES,147,630.75,5559183,0.9876962224306086
21741,COSY SLIPPER SHOES LARGE GREEN,147,480.1700000000001,5559330,0.9877223398195661
23417,BATHROOM HOOK,146,157.5,5559476,0.9877482795392111
85086A,CANDY SPOT HEART DECORATION,146,122.08,5559622,0.987774219258856
84766,SILVER ROCOCO CANDLE STICK,146,340.7,5559768,0.9878001589785009
85118,HEART T-LIGHT HOLDER,146,144.52,5559914,0.9878260986981459
22408,MONEY BOX CONFECTIONERY DESIGN,146,163.69,5560060,0.9878520384177908
23298,"BUNTING , SPOTTY ",146,634.7,5560206,0.9878779781374357
72799F,IVORY PILLAR CANDLE GOLD FLOCK,145,424.08000000000004,5560351,0.987903740187768
72801C,4 ROSE PINK DINNER CANDLES,145,180.65,5560496,0.9879295022381003
20764,ABSTRACT CIRCLES SKETCHBOOK ,144,610.8100000000001,5560640,0.98795508661912
21644,found,144,0.0,5560784,0.9879806710001396
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,144,255.0,5560928,0.9880062553811593
72800B, 4 PURPLE FLOCK DINNER CANDLES,144,290.8,5561072,0.988031839762179
84877B,GREEN ROUND COMPACT MIRROR,144,210.56,5561216,0.9880574241431986
22168,ORGANISER WOOD ANTIQUE WHITE ,144,1205.3,5561360,0.9880830085242183
84584,PINK GINGHAM CAT WITH SCARF,144,314.51,5561504,0.9881085929052379
23073,GEORGIAN TRINKET BOX,144,1719.0,5561648,0.9881341772862576
79406,FROSTED WHITE BASE ,144,34.12,5561792,0.9881597616672773
21161,KEEP OUT BOYS DOOR HANGER ,144,231.36999999999998,5561936,0.9881853460482969
23203,JUMBO BAG VINTAGE DOILEY ,144,272.57,5562080,0.9882109304293166
20705,MRS ROBOT SOFT TOY,143,428.85,5562223,0.9882363371410235
15030,FAN BLACK FRAME ,143,41.47,5562366,0.9882617438527306
20622,VIPPASSPORT COVER ,143,211.76000000000002,5562509,0.9882871505644376
23521,WALL ART CAT AND BIRD ,143,469.73,5562652,0.9883125572761446
85103,SILVER T-LIGHT SETTING,143,924.29,5562795,0.9883379639878517
84678,CLASSICAL ROSE SMALL VASE,142,247.04,5562937,0.9883631930302461
22171,?,142,0.0,5563079,0.9883884220726404
C2,CARRIAGE,142,7051.0,5563221,0.9884136511150349
79030G,"TUMBLER, NEW ENGLAND",142,182.29999999999998,5563363,0.9884388801574292
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,142,217.89,5563505,0.9884641091998236
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,141,199.99,5563646,0.9884891605729054
21851,LILAC DIAMANTE PEN IN GIFT BOX,141,454.99,5563787,0.9885142119459871
23414,ZINC BOX SIGN HOME,141,1378.75,5563928,0.9885392633190688
21030,SPACE CADET RED,141,172.2,5564069,0.9885643146921506
21087,SET/6 POSIES PAPER CUPS,141,74.57000000000001,5564210,0.9885893660652324
20837,FRENCH FLORAL CUSHION COVER ,141,142.47,5564351,0.9886144174383141
20681,PINK POLKADOT CHILDRENS UMBRELLA,140,506.96,5564491,0.9886392911420833
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,140,361.55999999999995,5564631,0.9886641648458523
22602,CHRISTMAS RETROSPOT HEART WOOD,139,137.59,5564770,0.9886888608803088
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,139,303.72999999999996,5564909,0.9887135569147653
84199,GLOW IN DARK DOLPHINS,139,29.19,5565048,0.9887382529492218
71406C,BLACK ORANGE SQUEEZER,138,57.96,5565186,0.9887627713143656
23099,FRENCH CARRIAGE LANTERN,137,925.35,5565323,0.9887871120101968
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137,96.88999999999999,5565460,0.988811452706028
72780,BLACK SILOUETTE CANDLE PLATE,137,116.44999999999999,5565597,0.9888357934018592
21555,CERAMIC STRAWBERRY TRINKET TRAY,137,350.46999999999997,5565734,0.9888601340976904
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,137,229.46999999999997,5565871,0.9888844747935216
72131,COLUMBIAN CANDLE RECTANGLE,137,238.34999999999997,5566008,0.9889088154893528
22447,PIN CUSHION BABUSHKA BLUE,137,410.81,5566145,0.988933156185184
23456,MEDIUM PARLOUR PICTURE FRAME ,136,550.0,5566281,0.9889573192117026
20830,SILVER PHOTO FRAME,136,409.83,5566417,0.9889814822382211
20702,PINK PADDED MOBILE,135,577.79,5566552,0.9890054675954271
20775,DAISY NOTEBOOK ,135,235.18999999999997,5566687,0.989029452952633
23136,IVORY WIRE SWEETHEART LETTER TRAY,135,511.89,5566822,0.9890534383098389
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,135,322.53999999999996,5566957,0.9890774236670449
21253,SET OF PICTURE FRAME  STICKERS,135,593.37,5567092,0.9891014090242508
47591d,PINK FAIRY CAKE CHILDRENS APRON,134,672.24,5567226,0.989125216712144
84510C,SET OF 4 POLKADOT COASTERS,134,213.82999999999998,5567360,0.9891490244000374
84968E,SET OF 16 VINTAGE BLACK CUTLERY,134,1522.53,5567494,0.9891728320879307
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,133,607.23,5567627,0.9891964621065114
37501,TEA TIME TEA SET IN GIFT BOX,133,906.83,5567760,0.989220092125092
21651,HANGING GLASS ETCHED TEALIGHT,133,208.46999999999997,5567893,0.9892437221436726
72800C,4 PINK DINNER CANDLE SILVER FLOCK,132,264.82,5568025,0.9892671744929407
23416,CHAMBRE HOOK,132,184.67999999999998,5568157,0.9892906268422087
22281,EASTER TREE YELLOW BIRDS,132,935.39,5568289,0.9893140791914767
22221,CAKE STAND LOVEBIRD 2 TIER PINK,131,1104.54,5568420,0.9893373538714321
21265,PINK GOOSE FEATHER TREE 60CM,131,267.21,5568551,0.9893606285513875
22830,UTILTY CABINET WITH HOOKS,131,2610.29,5568682,0.9893839032313428
84509C,SET OF 4 POLKADOT PLACEMATS ,131,502.69,5568813,0.9894071779112983
84875B,GREEN SQUARE COMPACT MIRROR,131,203.51,5568944,0.9894304525912536
72051S,BAG OF SILVER STONES,131,89.94999999999999,5569075,0.9894537272712091
23292,SPACE BOY CHILDRENS CUP,131,145.76,5569206,0.9894770019511644
37479B,CUBIC MUG FLOCK BLUE ON BROWN,131,78.09,5569337,0.9895002766311197
90214A,"LETTER ""A"" BLING KEY RING",130,111.66,5569467,0.9895233736417626
21850,BLUE  DIAMANTE PEN IN GIFT BOX,130,493.08,5569597,0.9895464706524053
21359,RELAX LARGE WOOD LETTERS,130,860.23,5569727,0.989569567663048
84876D,BLUE HEART COMPACT MIRROR,129,221.25,5569856,0.9895924870043781
84859A,SILVER DISCO HANDBAG,129,272.99,5569985,0.9896154063457082
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,129,395.11,5570114,0.9896383256870384
84247L,FAWN AND MUSHROOM GREETING CARD,128,62.06,5570242,0.9896610673590558
71496A,A4 WALL TIDY BLUE OFFICE,127,80.96000000000001,5570369,0.9896836313617606
84251C,"GREETING CARD, TWO SISTERS.",127,53.88,5570496,0.9897061953644655
22526,WHEELBARROW FOR CHILDREN ,127,1720.26,5570623,0.9897287593671703
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,127,113.41,5570750,0.9897513233698751
35004G,SET OF 3 GOLD FLYING DUCKS,127,454.65,5570877,0.98977388737258
84313B,BLUE TV TRAY TABLE ,127,518.61,5571004,0.9897964513752848
15056n,EDWARDIAN PARASOL NATURAL,127,1585.2800000000002,5571131,0.9898190153779897
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,127,174.31,5571258,0.9898415793806945
21826,EIGHT PIECE DINOSAUR SET,126,186.43,5571384,0.9898639657140867
21002,ROSE DU SUD DRAWSTRING BAG,125,428.66,5571509,0.9898861743781663
21633,SUNFLOWER DECORATIVE PARASOL,125,895.46,5571634,0.9899083830422458
21678,PAISLEY PATTERN  STICKERS,125,111.86,5571759,0.9899305917063255
21095,SET/6 POSIES PAPER PLATES,125,118.72999999999999,5571884,0.989952800370405
21457,2 PICTURE BOOK EGGS EASTER DUCKS,124,165.89,5572008,0.989974831365172
85141,JARDIN ETCHED GLASS FRUITBOWL,124,635.74,5572132,0.9899968623599389
22512,DOORSTOP RACING CAR DESIGN,124,273.46,5572256,0.9900188933547057
20766,GARDEN PATH SKETCHBOOK,124,501.07,5572380,0.9900409243494727
20761,BLUE PAISLEY SKETCHBOOK,123,517.22,5572503,0.990062777674927
84218,BOX/12 CHICK & EGG IN BASKET,123,223.10999999999999,5572626,0.9900846310003812
21472,LADYBIRD + BEE RAFFIA FOOD COVER,123,476.41,5572749,0.9901064843258356
22786,CUSHION COVER PINK UNION JACK,123,764.63,5572872,0.9901283376512898
21145,ANTIQUE GLASS PLACE SETTING,122,152.5,5572994,0.9901500133074315
23360,SET 8 CANDLES VINTAGE DOILEY,122,216.29999999999998,5573116,0.9901716889635732
90030B,RED KUKUI COCONUT SEED NECKLACE,122,190.73000000000002,5573238,0.9901933646197149
85205B,PINK FELT EASTER RABBIT GARLAND,122,323.15,5573360,0.9902150402758565
23180,MUM'S KITCHEN CLOCK,122,621.09,5573482,0.9902367159319981
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,121,215.67999999999998,5573603,0.9902582139188272
23021,GLASS BONNE JAM JAR,121,504.97,5573724,0.9902797119056562
47503A,check,121,0.0,5573845,0.9903012098924852
23142,IVORY WIRE KITCHEN ORGANISER,121,1220.8200000000002,5573966,0.9903227078793142
22632,HAND WARMER RED POLKA DOT,120,225.00000000000003,5574086,0.9903440281968305
20984,found,120,0.0,5574206,0.990365348514347
23194,GYMKHANNA TREASURE BOOK BOX,120,261.84000000000003,5574326,0.9903866688318633
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,120,238.56,5574446,0.9904079891493798
23236,DOILEY BISCUIT TIN,120,327.6,5574566,0.9904293094668961
23169,CLASSIC GLASS SWEET JAR,119,479.45000000000005,5574685,0.9904504521150999
21943,CAKES AND RABBITS DESIGN FLANNEL ,119,134.48999999999998,5574804,0.9904715947633036
35911B,PINK/FLOWER RABBIT EGG WARMER ,119,100.76,5574923,0.9904927374115073
85129B,BEADED CRYSTAL HEART GREEN SMALL,119,168.59,5575042,0.9905138800597111
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,118,247.8,5575160,0.9905348450386022
72803A,?,117,0.0,5575277,0.9905556323481807
81950B,FLOWER BLUE CLOCK WITH SUCKER,117,33.93,5575394,0.9905764196577591
46776C,WOVEN FROST CUSHION COVER,117,492.79,5575511,0.9905972069673377
23580,SNACK TRAY HAPPY FOREST  ,117,236.87,5575628,0.9906179942769161
84920,PINK FLOWER FABRIC PONY,117,453.73,5575745,0.9906387815864945
84637,KITCHEN FLOWER POTS WALL PLAQUE,116,619.59,5575861,0.9906593912267604
23104,IVORY CAFE HANGING LAMP ,116,1380.42,5575977,0.9906800008670262
21293,MIRRORED DOVE WALL DECORATION,116,276.72,5576093,0.9907006105072921
84192,ASSORTED COLOUR METAL CAT ,115,143.75,5576208,0.9907210424782453
21117,BLOND DOLL DOORSTOP,115,149.25,5576323,0.9907414744491985
84661B,BLACK SQUARE TABLE CLOCK,115,300.24,5576438,0.9907619064201517
90125A,PINK BERTIE GLASS BEAD BAG CHARM,115,106.24,5576553,0.9907823383911049
21911,GARDEN METAL SIGN ,114,203.20999999999998,5576667,0.9908025926927454
23479,WIRE EGG BASKET ,114,880.23,5576781,0.990822846994386
85049g,CHOCOLATE BOX RIBBONS ,113,276.42,5576894,0.9908429236267139
84800S,SMALL WHITE/PINK ROSE ART FLOWER,113,127.57000000000001,5577007,0.9908630002590418
21317,GLASS SPHERE CANDLE STAND MEDIUM,112,689.53,5577119,0.9908828992220572
84823,DANISH ROSE FOLDING CHAIR,112,890.4000000000001,5577231,0.9909027981850724
23496,PANTRY KITCHEN THERMOMETER ,112,154.52,5577343,0.9909226971480877
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,112,686.86,5577455,0.990942596111103
47367B,PAIR PADDED HANGERS PINK CHECK,112,376.27000000000004,5577567,0.9909624950741183
84744,S/6 SEW ON CROCHET FLOWERS,110,140.02,5577677,0.9909820386985083
23084,website fixed,110,0.0,5577787,0.9910015823228984
23413,VINTAGE COFFEE GRINDER BOX,110,566.1800000000001,5577897,0.9910211259472883
20832,check,110,0.0,5578007,0.9910406695716784
85049e,SCANDINAVIAN REDS RIBBONS,109,360.71,5578116,0.9910600355267557
17090A,LAVENDER INCENSE 40 CONES IN TIN,109,107.44999999999999,5578225,0.9910794014818332
21637,ASSORTED SANSKRIT MINI NOTEBOOK,109,136.25,5578334,0.9910987674369105
84231,EASTER BUNNY WITH BASKET ON BACK,108,72.63,5578442,0.9911179557226752
