StockCode,avgPrice,totalQty,totalSales,mainCountry,Description,firstPurchase,lastPurchase,frequency,uniqueCustomers,Recency,Monetary
23191,1.67,2176,3520.4,United Kingdom,BUNDLE OF 3 RETRO NOTE BOOKS,2011-05-10 08:58:00,2011-12-08 15:09:00,257,182,0,3520.4
23192,1.65,3286,5225.22,United Kingdom,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2011-05-11 10:47:00,2011-12-08 12:07:00,324,224,1,5225.22
23193,2.27,1855,3768.57,United Kingdom,BUFFALO BILL TREASURE BOOK BOX,2011-03-02 12:10:00,2011-12-09 11:34:00,143,109,0,3768.57
23194,2.25,1754,3688.67,United Kingdom,GYMKHANNA TREASURE BOOK BOX,2011-03-02 12:10:00,2011-12-09 11:34:00,177,142,0,3688.67
23196,1.44,1760,2484.8,United Kingdom,RETRO LEAVES MAGNETIC NOTEPAD,2011-06-23 11:51:00,2011-12-08 14:38:00,243,170,0,2484.8
23197,1.54,1368,1971.04,United Kingdom,SKETCHBOOK MAGNETIC SHOPPING LIST,2011-06-23 11:51:00,2011-12-09 12:00:00,186,116,0,1971.04
23198,1.48,3067,4346.99,United Kingdom,PANTRY MAGNETIC  SHOPPING LIST,2011-06-22 14:24:00,2011-12-09 08:48:00,386,259,0,4346.99
23199,2.06,13887,26451.26,United Kingdom,JUMBO BAG APPLES,2011-04-11 16:47:00,2011-12-09 12:19:00,726,344,0,26451.26
23200,2.07,6733,13043.24,United Kingdom,JUMBO BAG PEARS,2011-05-08 11:21:00,2011-12-07 14:52:00,477,262,1,13043.24
23201,2.06,12540,24175.0,United Kingdom,JUMBO BAG ALPHABET,2011-04-11 16:47:00,2011-12-09 12:19:00,761,396,0,24175.0
23202,2.08,10716,20963.93,United Kingdom,JUMBO BAG VINTAGE LEAF,2011-05-08 11:41:00,2011-12-08 15:23:00,782,377,0,20963.93
23203,2.06,19516,37684.38,United Kingdom,JUMBO BAG DOILEY PATTERNS,2011-05-08 11:34:00,2011-12-09 09:38:00,1098,505,0,37684.38
23204,0.84,7039,5632.15,United Kingdom,CHARLOTTE BAG APPLES DESIGN,2011-04-11 16:47:00,2011-12-09 10:10:00,427,199,0,5632.15
23205,0.85,5152,4106.72,United Kingdom,CHARLOTTE BAG VINTAGE ALPHABET ,2011-04-11 16:47:00,2011-12-09 12:16:00,349,201,0,4106.72
23206,1.64,11565,18278.25,United Kingdom,LUNCH BAG APPLE DESIGN,2011-04-11 16:47:00,2011-12-08 17:54:00,895,401,0,18278.25
23207,1.65,7554,12029.06,United Kingdom,LUNCH BAG ALPHABET DESIGN,2011-04-11 16:47:00,2011-12-09 09:38:00,671,377,0,12029.06
23208,1.65,6225,10006.45,United Kingdom,LUNCH BAG VINTAGE LEAF DESIGN,2011-04-12 09:49:00,2011-12-08 15:09:00,615,305,0,10006.45
23209,1.65,13004,20817.56,United Kingdom,LUNCH BAG DOILEY PATTERN ,2011-05-08 11:08:00,2011-12-08 17:54:00,1029,469,0,20817.56
23210,1.24,2803,3377.75,United Kingdom,WHITE ROCKING HORSE HAND PAINTED,2011-06-02 09:04:00,2011-12-09 10:51:00,169,115,0,3377.75
23211,1.24,2208,2634.0,United Kingdom,RED ROCKING HORSE HAND PAINTED,2011-06-02 09:37:00,2011-12-08 12:07:00,120,82,1,2634.0
23212,1.24,2179,2582.63,United Kingdom,HEART WREATH DECORATION WITH BELL,2011-06-02 09:04:00,2011-12-08 15:41:00,154,104,0,2582.63
23213,1.24,1595,1923.19,United Kingdom,STAR WREATH DECORATION WITH BELL,2011-06-02 09:04:00,2011-12-08 15:41:00,125,95,0,1923.19
23214,2.18,777,1635.23,United Kingdom,JINGLE BELL HEART ANTIQUE GOLD,2011-06-01 12:19:00,2011-12-08 12:07:00,98,79,1,1635.23
23215,2.14,3547,6962.04,United Kingdom,JINGLE BELL HEART ANTIQUE SILVER,2011-06-01 12:19:00,2011-12-09 12:16:00,203,162,0,6962.04
23216,1.35,518,613.51,United Kingdom,LAUREL HEART ANTIQUE GOLD,2011-06-02 09:37:00,2011-12-06 14:23:00,41,32,2,613.51
23217,1.4,1290,1567.0,United Kingdom,LAUREL HEART ANTIQUE SILVER,2011-06-02 09:37:00,2011-12-06 15:10:00,86,64,2,1567.0
23218,1.38,372,465.81,United Kingdom,LAUREL STAR ANTIQUE GOLD,2011-07-18 11:55:00,2011-12-01 19:42:00,33,27,7,465.81
23219,1.31,404,504.6,United Kingdom,LAUREL STAR ANTIQUE SILVER ,2011-06-02 09:04:00,2011-12-06 15:10:00,52,41,2,504.6
23220,0.91,930,775.26,United Kingdom,REINDEER HEART DECORATION GOLD,2011-06-09 13:09:00,2011-12-08 12:07:00,79,55,1,775.26
23221,0.91,1461,1241.59,United Kingdom,REINDEER HEART DECORATION SILVER,2011-06-02 09:04:00,2011-12-08 12:07:00,114,85,1,1241.59
23222,0.96,776,690.64,United Kingdom,CHRISTMAS TREE HANGING GOLD,2011-06-23 09:38:00,2011-12-08 15:41:00,66,49,0,690.64
23223,0.94,747,671.77,United Kingdom,CHRISTMAS TREE HANGING SILVER ,2011-06-23 09:38:00,2011-12-08 13:59:00,70,51,0,671.77
23224,0.93,719,620.45,United Kingdom,CHERUB HEART DECORATION GOLD,2011-06-02 09:04:00,2011-12-08 12:07:00,59,44,1,620.45
23225,0.96,1297,1090.43,United Kingdom,CHERUB HEART DECORATION SILVER ,2011-06-02 09:37:00,2011-12-05 17:17:00,70,46,3,1090.43
23226,1.24,1199,1478.59,United Kingdom,FILIGREE HEART DAISY WHITE,2011-05-31 12:11:00,2011-12-05 12:30:00,72,56,4,1478.59
23227,1.27,1592,1947.06,United Kingdom,FILIGREE HEART BUTTERFLY WHITE ,2011-05-26 12:00:00,2011-12-08 17:54:00,87,61,0,1947.06
23228,1.39,1397,1726.3,United Kingdom,FILIGREE HEART BIRD WHITE ,2011-05-26 10:25:00,2011-12-08 12:07:00,79,58,1,1726.3
23229,3.78,1804,6336.43,United Kingdom,VINTAGE DONKEY TAIL GAME ,2011-06-14 12:09:00,2011-12-09 12:16:00,219,186,0,6336.43
23230,0.42,7950,3207.0,United Kingdom,WRAP ALPHABET DESIGN,2011-01-13 11:48:00,2011-12-08 14:14:00,233,178,0,3207.0
23231,0.42,7225,2986.5,United Kingdom,WRAP DOILEY DESIGN,2011-01-12 15:06:00,2011-12-08 14:14:00,257,190,0,2986.5
23232,0.42,8626,3478.92,United Kingdom,WRAP VINTAGE PETALS  DESIGN,2011-01-17 12:31:00,2011-12-08 12:54:00,243,188,0,3478.92
23233,0.42,5175,2105.5,United Kingdom,WRAP POPPIES  DESIGN,2011-01-16 13:18:00,2011-12-08 11:25:00,159,130,1,2105.5
23234,2.91,1851,4576.05,United Kingdom,BISCUIT TIN VINTAGE CHRISTMAS,2011-06-14 12:24:00,2011-12-08 15:37:00,236,201,0,4576.05
23235,2.74,729,1902.69,United Kingdom,STORAGE TIN VINTAGE LEAF,2011-06-08 12:44:00,2011-12-09 08:39:00,99,88,0,1902.69
23236,2.93,2459,6828.31,United Kingdom,DOILEY STORAGE TIN,2011-06-08 12:44:00,2011-12-08 15:31:00,296,203,0,6828.31
23237,4.13,1044,4212.2,United Kingdom,SET OF 4 KNICK KNACK TINS LEAVES ,2011-06-08 13:35:00,2011-12-09 12:09:00,170,131,0,4212.2
23238,4.13,1788,7170.6,United Kingdom,SET OF 4 KNICK KNACK TINS LONDON ,2011-06-07 14:03:00,2011-12-09 12:09:00,244,150,0,7170.6
23239,3.91,823,3188.05,United Kingdom,SET OF 4 KNICK KNACK TINS POPPIES,2011-06-08 12:44:00,2011-12-09 08:39:00,163,125,0,3188.05
23240,4.13,4103,16432.25,United Kingdom,SET OF 4 KNICK KNACK TINS DOILEY ,2011-06-07 13:10:00,2011-12-09 08:48:00,498,323,0,16432.25
23241,2.08,2024,4099.52,United Kingdom,TREASURE TIN GYMKHANA DESIGN,2011-06-08 12:49:00,2011-12-08 12:07:00,295,183,1,4099.52
23242,2.07,1436,2898.56,United Kingdom,TREASURE TIN BUFFALO BILL ,2011-06-08 12:49:00,2011-12-07 14:43:00,196,132,1,2898.56
23243,4.89,4663,22133.83,United Kingdom,SET OF TEA COFFEE SUGAR TINS PANTRY,2011-06-08 08:12:00,2011-12-09 08:48:00,389,275,0,22133.83
23244,1.97,925,1692.91,United Kingdom,ROUND STORAGE TIN VINTAGE LEAF,2011-06-08 13:35:00,2011-12-07 08:45:00,105,87,2,1692.91
23245,4.93,5856,26625.68,United Kingdom,SET OF 3 REGENCY CAKE TINS,2011-06-08 12:02:00,2011-12-09 12:08:00,727,472,0,26625.68
23247,2.97,2060,5795.2,United Kingdom,BISCUIT TIN 50'S CHRISTMAS,2011-06-08 13:09:00,2011-12-08 15:37:00,277,231,0,5795.2
23249,1.64,802,1294.5,United Kingdom,VINTAGE RED ENAMEL TRIM PLATE,2011-06-14 10:00:00,2011-12-07 13:46:00,69,57,1,1294.5
23250,1.25,1103,1358.59,United Kingdom,VINTAGE RED TRIM ENAMEL BOWL ,2011-06-14 10:00:00,2011-12-08 13:36:00,89,64,0,1358.59
23251,1.24,1646,1956.7,United Kingdom,VINTAGE RED ENAMEL TRIM MUG ,2011-06-14 10:00:00,2011-12-09 09:08:00,103,80,0,1956.7
23252,3.74,590,2168.34,United Kingdom,VINTAGE RED ENAMEL TRIM JUG ,2011-06-12 12:00:00,2011-12-08 13:50:00,128,104,0,2168.34
23253,15.66,214,3082.1,United Kingdom,16 PIECE CUTLERY SET PANTRY DESIGN,2011-04-21 13:29:00,2011-12-08 12:50:00,47,44,1,3082.1
23254,4.14,1664,6704.0,United Kingdom,CHILDRENS CUTLERY DOLLY GIRL ,2011-04-07 11:30:00,2011-12-09 12:50:00,284,204,0,6704.0
23255,4.16,963,3856.59,United Kingdom,CHILDRENS CUTLERY CIRCUS PARADE,2011-04-10 12:53:00,2011-12-09 12:50:00,144,116,0,3856.59
23256,4.15,2018,8123.78,United Kingdom,CHILDRENS CUTLERY SPACEBOY ,2011-04-07 11:30:00,2011-12-09 12:50:00,330,232,0,8123.78
23263,1.32,3747,4829.08,United Kingdom,SET OF 3 WOODEN HEART DECORATIONS,2011-06-02 14:15:00,2011-12-08 13:59:00,431,269,0,4829.08
23264,1.32,1845,2400.45,United Kingdom,SET OF 3 WOODEN SLEIGH DECORATIONS,2011-06-12 11:04:00,2011-12-08 13:59:00,267,177,0,2400.45
23265,1.32,1680,2172.46,United Kingdom,SET OF 3 WOODEN TREE DECORATIONS,2011-06-12 11:04:00,2011-12-08 15:41:00,270,180,0,2172.46
23266,1.31,1975,2543.39,United Kingdom,SET OF 3 WOODEN STOCKING DECORATION,2011-06-12 11:04:00,2011-12-08 14:38:00,297,201,0,2543.39
23267,1.25,1158,1427.34,United Kingdom,SET OF 4 SANTA PLACE SETTINGS,2011-06-23 13:51:00,2011-12-08 13:59:00,94,79,0,1427.34
23268,1.5,1627,1981.63,United Kingdom,SET OF 2 CERAMIC CHRISTMAS REINDEER,2011-06-12 11:47:00,2011-11-20 11:09:00,80,68,19,1981.63
23269,1.45,755,1075.55,United Kingdom,SET OF 2 CERAMIC CHRISTMAS TREES,2011-06-12 11:47:00,2011-12-08 17:54:00,79,63,0,1075.55
23270,1.43,1262,1625.9,United Kingdom,SET OF 2 CERAMIC PAINTED HEARTS ,2011-06-02 19:50:00,2011-12-09 10:51:00,126,96,0,1625.9
23271,0.84,1622,1316.82,United Kingdom,CHRISTMAS TABLE CANDLE SILVER SPIKE,2011-06-13 15:44:00,2011-12-07 15:52:00,78,69,1,1316.82
23272,1.56,352,522.74,United Kingdom,TREE T-LIGHT HOLDER WILLIE WINKIE,2011-06-22 11:30:00,2011-12-09 08:39:00,35,34,0,522.74
23273,1.68,928,1533.84,United Kingdom,HEART T-LIGHT HOLDER WILLIE WINKIE,2011-06-05 14:06:00,2011-12-06 14:50:00,98,88,2,1533.84
23274,1.74,1142,1875.06,United Kingdom,STAR T-LIGHT HOLDER WILLIE WINKIE,2011-06-05 14:06:00,2011-12-09 10:51:00,102,85,0,1875.06
23275,1.29,3642,4327.42,United Kingdom,SET OF 3 HANGING OWLS OLLIE BEAK,2011-06-02 12:37:00,2011-12-09 12:49:00,285,171,0,4327.42
23280,0.83,1995,1546.91,United Kingdom,FOLDING BUTTERFLY MIRROR HOT PINK ,2011-05-09 16:35:00,2011-12-08 18:51:00,135,87,0,1546.91
23281,0.82,1270,976.22,United Kingdom,FOLDING BUTTERFLY MIRROR RED  ,2011-05-10 14:20:00,2011-12-08 18:51:00,94,56,0,976.22
23282,0.87,753,612.72,United Kingdom,FOLDING BUTTERFLY MIRROR IVORY ,2011-05-09 16:35:00,2011-12-05 17:17:00,104,67,3,612.72
23283,7.91,967,6600.27,United Kingdom,DOORMAT VINTAGE LEAVES DESIGN ,2011-04-27 13:06:00,2011-12-08 19:29:00,209,146,0,6600.27
23284,7.91,5342,35913.85,United Kingdom,DOORMAT KEEP CALM AND COME IN,2011-04-27 12:57:00,2011-12-08 16:38:00,655,378,0,35913.85
23285,0.85,4679,4384.83,United Kingdom,PINK VINTAGE SPOT BEAKER,2011-06-12 13:17:00,2011-12-02 14:26:00,132,108,6,4384.83
23286,0.85,4901,4528.29,United Kingdom,BLUE VINTAGE SPOT BEAKER,2011-06-12 13:12:00,2011-12-07 14:43:00,164,125,1,4528.29
23287,0.85,1782,1452.3,United Kingdom,RED VINTAGE SPOT BEAKER,2011-06-13 16:33:00,2011-12-06 11:39:00,149,114,3,1452.3
23288,0.85,4505,4261.89,United Kingdom,GREEN VINTAGE SPOT BEAKER,2011-06-12 13:17:00,2011-12-05 14:25:00,135,107,3,4261.89
23289,1.25,1553,1854.85,United Kingdom,DOLLY GIRL CHILDRENS BOWL,2011-06-13 16:33:00,2011-12-07 17:05:00,142,111,1,1854.85
23290,1.24,2367,2757.15,United Kingdom,SPACEBOY CHILDRENS BOWL,2011-06-13 16:33:00,2011-12-08 14:39:00,174,125,0,2757.15
23291,1.27,1549,1881.39,United Kingdom,DOLLY GIRL CHILDRENS CUP,2011-06-13 16:33:00,2011-12-08 14:39:00,146,104,0,1881.39
23292,1.26,2082,2487.62,United Kingdom,SPACE BOY CHILDRENS CUP,2011-06-13 16:33:00,2011-12-08 15:03:00,166,113,0,2487.62
23293,0.82,8243,6469.45,United Kingdom,SET OF 12 FAIRY CAKE BAKING CASES,2011-07-12 15:56:00,2011-12-09 12:19:00,475,323,0,6469.45
23294,0.82,4292,3360.18,United Kingdom,SET OF 6 SNACK LOAF BAKING CASES,2011-07-12 15:56:00,2011-12-07 16:47:00,302,214,1,3360.18
23295,0.82,5963,4675.61,United Kingdom,SET OF 12 MINI LOAF BAKING CASES,2011-07-12 15:56:00,2011-12-08 19:57:00,370,250,0,4675.61
23296,1.24,4879,5687.15,United Kingdom,SET OF 6 TEA TIME BAKING CASES,2011-07-12 15:56:00,2011-12-08 19:57:00,324,243,0,5687.15
23297,1.64,4260,6677.0,United Kingdom,SET 40 HEART SHAPE PETIT FOUR CASES,2011-07-12 15:56:00,2011-11-22 16:47:00,142,123,16,6677.0
23298,4.92,7785,36173.95,United Kingdom,SPOTTY BUNTING,2011-05-04 13:57:00,2011-12-09 12:16:00,1024,573,0,36173.95
23299,3.79,983,3567.67,United Kingdom,FOOD COVER WITH BEADS SET 2 ,2011-05-04 13:57:00,2011-11-29 12:06:00,124,110,10,3567.67
23300,1.67,6303,9963.39,United Kingdom,GARDENERS KNEELING PAD CUP OF TEA ,2011-05-15 11:43:00,2011-12-09 09:08:00,649,351,0,9963.39
23301,1.66,7740,12493.48,United Kingdom,GARDENERS KNEELING PAD KEEP CALM ,2011-05-15 11:43:00,2011-12-09 11:26:00,768,405,0,12493.48
23302,1.58,1481,1993.91,United Kingdom,KNEELING MAT HOUSEWORK  DESIGN,2011-05-15 15:31:00,2011-12-09 09:07:00,193,140,0,1993.91
23303,1.95,65,126.75,United Kingdom,SET 4 PICNIC CUTLERY FONDANT,2011-10-26 13:22:00,2011-12-05 10:14:00,6,6,4,126.75
23304,1.95,71,138.45,United Kingdom,SET 4 PICNIC CUTLERY CHERRY ,2011-10-30 11:25:00,2011-12-06 12:09:00,9,9,3,138.45
23305,1.95,82,159.9,United Kingdom,SET 4 PICNIC CUTLERY BLUEBERRY,2011-10-23 15:27:00,2011-12-06 12:09:00,9,9,3,159.9
23306,1.46,2692,3819.94,United Kingdom,SET OF 36 DOILIES PANTRY DESIGN,2011-06-05 11:29:00,2011-12-04 12:32:00,211,182,5,3819.94
23307,0.56,11675,5982.09,United Kingdom,SET OF 60 PANTRY DESIGN CAKE CASES ,2011-06-03 12:17:00,2011-12-08 15:31:00,529,366,0,5982.09
23308,0.56,5967,3098.21,United Kingdom,SET OF 60 VINTAGE LEAF CAKE CASES ,2011-06-05 14:06:00,2011-12-08 16:29:00,317,209,0,3098.21
23309,0.57,7727,3729.05,United Kingdom,SET OF 60 I LOVE LONDON CAKE CASES ,2011-06-02 15:13:00,2011-12-08 15:31:00,315,178,0,3729.05
23310,0.43,11891,4894.83,United Kingdom,BUBBLEGUM RING ASSORTED,2011-06-09 12:30:00,2011-12-08 18:15:00,214,146,0,4894.83
23311,2.55,2199,5564.25,United Kingdom,VINTAGE CHRISTMAS STOCKING ,2011-07-14 13:28:00,2011-12-07 13:53:00,284,246,1,5564.25
23312,4.14,1365,5527.15,United Kingdom,VINTAGE CHRISTMAS GIFT SACK,2011-07-17 13:25:00,2011-12-07 10:12:00,198,168,2,5527.15
23313,4.95,2755,12994.77,United Kingdom,VINTAGE CHRISTMAS BUNTING,2011-07-12 15:15:00,2011-12-09 12:19:00,371,254,0,12994.77
23314,12.44,393,4663.52,United Kingdom,VINTAGE CHRISTMAS TABLECLOTH,2011-07-15 10:44:00,2011-12-08 16:38:00,106,87,0,4663.52
23315,9.83,202,1894.7,United Kingdom,IVORY REFECTORY CLOCK,2011-06-23 18:44:00,2011-12-06 12:59:00,76,63,2,1894.7
23316,9.82,236,2222.2,United Kingdom,RED REFECTORY CLOCK ,2011-06-23 18:44:00,2011-12-08 15:31:00,96,75,0,2222.2
23317,9.87,162,1557.9,United Kingdom,BLUE REFECTORY CLOCK ,2011-06-26 13:46:00,2011-12-09 12:00:00,71,56,0,1557.9
23318,2.46,3647,8350.41,United Kingdom,BOX OF 6 MINI VINTAGE CRACKERS,2011-07-07 12:38:00,2011-12-09 12:19:00,337,270,0,8350.41
23319,2.46,3539,8216.79,United Kingdom,BOX OF 6 MINI 50'S CRACKERS,2011-07-07 12:38:00,2011-12-09 12:19:00,381,300,0,8216.79
23320,2.66,2635,6926.11,United Kingdom,GIANT 50'S CHRISTMAS CRACKER,2011-07-05 12:47:00,2011-12-09 11:34:00,321,260,0,6926.11
23321,1.64,4283,6832.83,United Kingdom,SMALL WHITE HEART OF WICKER,2011-06-09 12:21:00,2011-12-08 13:47:00,605,378,0,6832.83
23322,2.95,2908,8184.7,United Kingdom,LARGE WHITE HEART OF WICKER,2011-06-12 12:01:00,2011-12-08 12:07:00,528,350,1,8184.7
23323,2.1,1426,2963.1,United Kingdom,WHITE WICKER STAR ,2011-06-23 18:33:00,2011-12-08 13:59:00,282,210,0,2963.1
23324,2.07,381,770.4,United Kingdom,RUSTIC STRAWBERRY JAMPOT LARGE ,2011-08-05 15:45:00,2011-11-27 15:38:00,39,38,11,770.4
23325,1.62,444,701.4,United Kingdom,RUSTIC STRAWBERRY JAMPOT SMALL,2011-08-11 16:30:00,2011-11-27 15:38:00,30,27,11,701.4
23326,0.62,3370,2000.22,United Kingdom,HANGING MINI COLOURED BOTTLES,2011-08-11 12:53:00,2011-12-09 12:00:00,56,52,0,2000.22
23327,0.62,1710,1012.02,United Kingdom,HANGING CLEAR MINI BOTTLE,2011-08-10 16:01:00,2011-12-05 16:05:00,35,33,3,1012.02
23328,3.72,2067,7510.29,United Kingdom,SET 6 SCHOOL MILK BOTTLES IN CRATE,2011-08-10 16:01:00,2011-12-09 12:31:00,289,195,0,7510.29
23329,1.65,1712,2812.8,United Kingdom,DECORATIVE WICKER HEART LARGE,2011-08-07 15:43:00,2011-12-08 18:42:00,243,168,0,2812.8
23330,1.25,1761,2193.69,United Kingdom,DECORATIVE WICKER HEART MEDIUM,2011-08-08 13:53:00,2011-12-08 18:42:00,210,158,0,2193.69
23331,0.63,1492,932.28,United Kingdom,DECORATIVE WICKER HEART SMALL,2011-08-10 16:01:00,2011-12-08 18:42:00,86,67,0,932.28
23332,1.65,1996,3283.8,United Kingdom,IVORY WICKER HEART LARGE,2011-08-07 15:43:00,2011-12-07 14:34:00,281,207,1,3283.8
23333,1.25,2030,2524.9,United Kingdom,IVORY WICKER HEART MEDIUM,2011-08-08 14:37:00,2011-12-07 14:12:00,232,179,1,2524.9
23334,0.63,2154,1345.5,United Kingdom,IVORY WICKER HEART SMALL,2011-08-08 14:37:00,2011-12-09 12:20:00,101,83,0,1345.5
23335,2.07,359,724.64,United Kingdom,EGG FRYING PAN IVORY ,2011-06-13 16:33:00,2011-12-08 13:45:00,83,62,0,724.64
23336,2.11,200,418.05,United Kingdom,EGG FRYING PAN PINK ,2011-06-13 16:33:00,2011-12-08 13:47:00,65,46,0,418.05
23337,2.08,169,351.52,United Kingdom,EGG FRYING PAN MINT ,2011-06-13 16:33:00,2011-12-08 13:47:00,60,49,0,351.52
23338,2.07,405,820.32,United Kingdom,EGG FRYING PAN RED ,2011-06-12 13:17:00,2011-12-09 12:20:00,91,62,0,820.32
23339,2.08,150,312.0,United Kingdom,EGG FRYING PAN BLUE ,2011-06-13 16:33:00,2011-12-08 13:47:00,58,43,0,312.0
23340,1.65,2465,3899.25,United Kingdom,VINTAGE CHRISTMAS CAKE FRILL,2011-07-31 15:31:00,2011-12-08 13:50:00,124,112,0,3899.25
23341,8.46,282,2325.6,United Kingdom,PINK DINER WALL CLOCK,2011-06-24 09:22:00,2011-12-08 15:54:00,99,75,0,2325.6
23342,8.48,367,3068.5,United Kingdom,MINT DINER WALL CLOCK,2011-06-24 09:22:00,2011-12-07 12:19:00,157,105,2,3068.5
23343,2.08,4908,9748.34,United Kingdom,JUMBO BAG VINTAGE CHRISTMAS ,2011-06-13 11:33:00,2011-12-09 12:19:00,396,286,0,9748.34
23344,2.07,8954,17679.72,United Kingdom,JUMBO BAG 50'S CHRISTMAS ,2011-06-15 13:25:00,2011-12-09 12:19:00,602,391,0,17679.72
23345,1.24,2398,2759.5,United Kingdom, DOLLY GIRL BEAKER,2011-07-24 16:15:00,2011-12-08 14:39:00,138,100,0,2759.5
23346,1.24,2571,2975.75,United Kingdom,SPACEBOY BEAKER,2011-07-24 16:15:00,2011-12-08 14:39:00,142,106,0,2975.75
23347,1.25,827,999.75,United Kingdom,I LOVE LONDON BEAKER,2011-07-24 16:15:00,2011-12-07 15:43:00,71,51,1,999.75
23348,2.07,680,1371.48,United Kingdom,CHILDRENS TOY COOKING UTENSIL SET,2011-08-26 15:44:00,2011-11-23 12:20:00,127,95,16,1371.48
23349,1.25,2857,3462.89,United Kingdom,ROLL WRAP VINTAGE CHRISTMAS,2011-08-04 15:23:00,2011-12-09 11:34:00,257,214,0,3462.89
23350,1.25,2593,3165.65,United Kingdom,ROLL WRAP VINTAGE SPOT ,2011-08-04 15:23:00,2011-12-09 12:19:00,255,205,0,3165.65
23351,1.24,3058,3699.02,United Kingdom,ROLL WRAP 50'S CHRISTMAS,2011-08-04 16:17:00,2011-12-09 10:20:00,278,242,0,3699.02
23352,1.25,1596,1964.76,United Kingdom,ROLL WRAP 50'S RED CHRISTMAS ,2011-08-04 16:17:00,2011-12-09 09:38:00,165,151,0,1964.76
23353,0.83,3735,3076.29,United Kingdom,6 GIFT TAGS VINTAGE CHRISTMAS ,2011-08-02 14:04:00,2011-12-09 12:19:00,261,227,0,3076.29
23354,0.83,3346,2753.42,United Kingdom,6 GIFT TAGS 50'S CHRISTMAS ,2011-08-02 14:04:00,2011-12-07 14:43:00,271,235,1,2753.42
23355,4.87,5338,24426.3,United Kingdom,HOT WATER BOTTLE KEEP CALM,2011-08-22 13:32:00,2011-12-09 11:56:00,740,474,0,24426.3
23356,5.89,2352,13115.4,United Kingdom,LOVE HOT WATER BOTTLE,2011-08-22 12:52:00,2011-12-09 12:31:00,473,316,0,13115.4
23357,4.45,435,1843.55,United Kingdom,HOT WATER BOTTLE SEX BOMB,2011-08-21 15:17:00,2011-12-08 19:24:00,91,79,0,1843.55
23358,3.44,528,1689.9,United Kingdom,HOT STUFF HOT WATER BOTTLE,2011-08-21 15:17:00,2011-12-09 08:48:00,68,61,0,1689.9
23359,1.93,979,1840.65,United Kingdom,SET OF 12 T-LIGHTS VINTAGE DOILEY,2011-08-02 12:27:00,2011-12-08 13:18:00,77,73,0,1840.65
23360,1.94,1151,2158.05,United Kingdom,SET 8 CANDLES VINTAGE DOILEY,2011-08-02 11:33:00,2011-12-08 12:26:00,112,94,1,2158.05
23365,0.65,1531,992.75,United Kingdom,SET 12 COLOUR PENCILS LOVE LONDON,2011-09-22 12:13:00,2011-12-07 13:53:00,133,107,1,992.75
23366,0.65,1923,1211.55,United Kingdom,SET 12 COLOURING PENCILS DOILY,2011-09-22 11:46:00,2011-12-08 13:50:00,145,115,0,1211.55
23367,0.65,2785,1807.85,United Kingdom,SET 12 COLOUR PENCILS SPACEBOY ,2011-09-22 11:46:00,2011-12-09 10:13:00,238,184,0,1807.85
23368,0.65,2155,1398.35,United Kingdom,SET 12 COLOUR PENCILS DOLLY GIRL ,2011-09-22 12:45:00,2011-12-08 13:50:00,185,134,0,1398.35
23369,1.24,901,1053.29,United Kingdom,SET 36 COLOUR PENCILS LOVE LONDON,2011-09-22 12:13:00,2011-12-08 11:43:00,98,80,1,1053.29
23370,1.25,1359,1650.11,United Kingdom,SET 36 COLOUR PENCILS DOILEY,2011-09-22 12:02:00,2011-12-08 15:09:00,113,86,0,1650.11
23371,1.24,1505,1783.97,United Kingdom,SET 36 COLOUR PENCILS SPACEBOY ,2011-09-22 12:02:00,2011-12-09 11:34:00,140,98,0,1783.97
23372,1.24,1296,1522.72,United Kingdom,SET 36 COLOUR PENCILS DOLLY GIRL,2011-09-22 13:51:00,2011-12-07 17:05:00,105,76,1,1522.72
23373,0.82,1563,1241.66,United Kingdom,VINTAGE CHRISTMAS PAPER GIFT BAG,2011-08-02 14:04:00,2011-12-05 12:03:00,88,86,4,1241.66
23374,0.82,2444,1944.08,United Kingdom,RED SPOT PAPER GIFT BAG,2011-08-02 14:23:00,2011-12-08 13:45:00,122,108,0,1944.08
23375,0.82,1327,1068.14,United Kingdom,50'S CHRISTMAS PAPER GIFT BAG,2011-08-22 10:39:00,2011-12-08 16:22:00,89,85,0,1068.14
23376,0.39,2642,1000.14,United Kingdom,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2011-09-01 11:30:00,2011-12-09 12:19:00,118,104,0,1000.14
23377,0.39,1203,469.17,United Kingdom,PACK OF 12 DOLLY GIRL TISSUES,2011-09-04 12:41:00,2011-12-06 12:02:00,84,69,3,469.17
23378,0.39,3419,1272.93,United Kingdom,PACK OF 12 50'S CHRISTMAS TISSUES,2011-09-01 11:30:00,2011-12-08 12:54:00,156,127,0,1272.93
23379,0.39,1175,428.01,United Kingdom,PACK OF 12 RED APPLE TISSUES,2011-09-05 12:00:00,2011-12-06 12:02:00,51,49,3,428.01
23380,0.39,2159,811.77,United Kingdom,PACK OF 12 VINTAGE DOILY TISSUES,2011-09-05 12:00:00,2011-12-08 16:22:00,96,86,0,811.77
23381,0.39,1487,549.69,United Kingdom,PACK OF 12 VINTAGE LEAF TISSUES ,2011-09-05 12:00:00,2011-12-08 14:38:00,67,59,0,549.69
